scheme,capacity,rate,revoked,distribution,workload_seed,cover_nodes,public_state_bytes,authority_refresh_ms,verified,measurement,state_semantics,token_bytes
HiddenCover,1048576,0.1,104858,dispersed,3.0,340788.0,10905328,217.8345,True,3,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,4.0,340788.0,10905328,211.7659,True,4,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,5.0,340788.0,10905328,211.006,True,5,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,6.0,340788.0,10905328,212.009,True,6,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,7.0,340788.0,10905328,217.3419,True,7,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,8.0,340788.0,10905328,206.1799,True,8,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,9.0,340788.0,10905328,203.1941,True,9,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,10.0,340788.0,10905328,207.1706,True,10,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,11.0,340788.0,10905328,210.1851,True,11,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,12.0,340788.0,10905328,206.9979,True,12,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,13.0,340788.0,10905328,206.5831,True,13,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,14.0,340788.0,10905328,208.3521,True,14,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,15.0,340788.0,10905328,205.6016,True,15,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,16.0,340788.0,10905328,206.4401,True,16,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,17.0,340788.0,10905328,208.3522,True,17,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,18.0,340788.0,10905328,207.7362,True,18,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.1,104858,dispersed,19.0,340788.0,10905328,205.2159,True,19,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,0.0,18.0,688,7.7212,True,0,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,1.0,18.0,688,7.4504,True,1,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,2.0,29.0,1040,7.6145,True,2,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,3.0,27.0,976,7.700399999999999,True,3,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,4.0,19.0,720,9.203,True,4,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,5.0,17.0,656,7.015000000000001,True,5,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,6.0,19.0,720,7.15,True,6,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,7.0,18.0,688,7.2556,True,7,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,8.0,14.0,560,8.3338,True,8,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,9.0,17.0,656,7.787299999999999,True,9,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,10.0,19.0,720,7.1446000000000005,True,10,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,11.0,17.0,656,6.9887,True,11,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,12.0,20.0,752,8.952699999999998,True,12,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,13.0,23.0,848,8.5174,True,13,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,14.0,24.0,880,7.297599999999999,True,14,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,15.0,21.0,784,7.0227,True,15,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,16.0,21.0,784,6.874199999999999,True,16,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,17.0,20.0,752,8.9538,True,17,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,18.0,14.0,560,8.288,True,18,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,clustered,19.0,18.0,688,6.354699999999999,True,19,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,0.0,335055.0,10721872,211.8914,True,0,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,1.0,334861.0,10715664,202.7298,True,1,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,2.0,334511.0,10704464,214.2325,True,2,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,3.0,334523.0,10704848,210.2589,True,3,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,4.0,334910.0,10717232,215.9274,True,4,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,5.0,335073.0,10722448,211.8075,True,5,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,6.0,334598.0,10707248,205.8264,True,6,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,7.0,334613.0,10707728,213.6132,True,7,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,8.0,334781.0,10713104,222.2057,True,8,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,9.0,334934.0,10718000,229.3581,True,9,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,10.0,335149.0,10724880,213.349,True,10,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,11.0,334815.0,10714192,218.3644,True,11,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,12.0,334817.0,10714256,215.4381,True,12,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,13.0,335261.0,10728464,222.6566,True,13,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,14.0,335204.0,10726640,226.1085,True,14,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,15.0,334858.0,10715568,232.0513,True,15,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,16.0,335160.0,10725232,238.5258,True,16,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,17.0,334851.0,10715344,214.5316,True,17,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,18.0,334706.0,10710704,211.6809,True,18,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,random,19.0,335158.0,10725168,216.629,True,19,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,0.0,419430.0,13421872,262.2808,True,0,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,1.0,419430.0,13421872,267.6959,True,1,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,2.0,419430.0,13421872,251.60870000000003,True,2,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,3.0,419430.0,13421872,245.6892,True,3,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,4.0,419430.0,13421872,270.5758,True,4,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,5.0,419430.0,13421872,265.1834,True,5,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,6.0,419430.0,13421872,274.1678,True,6,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,7.0,419430.0,13421872,275.8479,True,7,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,8.0,419430.0,13421872,272.1848,True,8,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,9.0,419430.0,13421872,265.2322,True,9,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,10.0,419430.0,13421872,277.7869,True,10,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,11.0,419430.0,13421872,270.4723,True,11,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,12.0,419430.0,13421872,257.8976,True,12,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,13.0,419430.0,13421872,267.38820000000004,True,13,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,14.0,419430.0,13421872,258.3435,True,14,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,15.0,419430.0,13421872,262.68940000000003,True,15,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,16.0,419430.0,13421872,262.6372,True,16,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,17.0,419430.0,13421872,256.0274,True,17,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,18.0,419430.0,13421872,272.7891,True,18,authenticated Complete-Subtree Cover,
HiddenCover,1048576,0.15,157286,dispersed,19.0,419430.0,13421872,272.9535,True,19,authenticated Complete-Subtree Cover,
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,14.1888,True,0,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,15.5743,True,1,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,13.5021,True,2,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,14.5224,True,3,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,16.0203,True,4,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,13.3232,True,5,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,14.1384,True,6,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,14.4318,True,7,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,13.4906,True,8,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,14.0281,True,9,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,14.5322,True,10,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,17.2223,True,11,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,15.0476,True,12,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,15.4418,True,13,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,14.7923,True,14,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,13.52,True,15,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,12.538,True,16,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,13.0203,True,17,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,13.5327,True,18,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,17.5528,True,19,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,16.1108,True,20,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,15.0056,True,21,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,14.2328,True,22,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,16.1951,True,23,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,14.347,True,24,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,15.5578,True,25,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,16.1196,True,26,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,17.1195,True,27,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,12.4495,True,28,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.001,1000,not_applicable,,,32016,14.0033,True,29,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,144.2385,True,0,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,154.8782,True,1,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,148.3682,True,2,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,143.5788,True,3,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,153.5136,True,4,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,148.2747,True,5,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,153.2863,True,6,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,153.0079,True,7,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,176.8791,True,8,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,147.1807,True,9,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,149.6033,True,10,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,141.714,True,11,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,146.0513,True,12,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,146.5647,True,13,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,150.3538,True,14,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,154.0157,True,15,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,147.0261,True,16,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,139.0232,True,17,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,145.751,True,18,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,151.2319,True,19,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,146.4332,True,20,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,143.1784,True,21,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,150.7923,True,22,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,147.6184,True,23,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,150.9244,True,24,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,148.8281,True,25,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,149.3671,True,26,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,147.5561,True,27,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,162.0252,True,28,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.01,10000,not_applicable,,,320016,149.2553,True,29,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,756.4203,True,0,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,731.6952,True,1,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,750.2389,True,2,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,749.1138,True,3,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,781.7923,True,4,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,750.7992,True,5,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,748.6554,True,6,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,736.4309,True,7,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,758.1166,True,8,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,743.7259,True,9,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,734.4363,True,10,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,742.525,True,11,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,740.9067,True,12,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,744.3781,True,13,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,746.2605,True,14,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,735.6489,True,15,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,734.5332,True,16,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,717.4381,True,17,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,721.5378,True,18,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,746.0992,True,19,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,750.4927,True,20,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,758.0981,True,21,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,725.4319,True,22,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,738.6757,True,23,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,733.0561,True,24,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,746.3616,True,25,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,744.2182,True,26,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,738.8995,True,27,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,723.9954,True,28,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.05,50000,not_applicable,,,1600016,743.0111,True,29,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1449.1917,True,0,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1439.3783,True,1,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1437.391,True,2,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1483.5769,True,3,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1450.0226,True,4,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1441.3817,True,5,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1403.7575,True,6,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1450.6905,True,7,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1487.1325,True,8,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1449.4833,True,9,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1435.725,True,10,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1448.9463,True,11,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1431.2693,True,12,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1423.7382,True,13,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1430.1974,True,14,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1427.278,True,15,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1438.6735,True,16,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1440.9791,True,17,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1427.3902,True,18,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1443.4945,True,19,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1430.2457,True,20,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1453.5259,True,21,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1433.0632,True,22,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1427.3566,True,23,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1447.2627,True,24,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1453.5683,True,25,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1403.6874,True,26,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1418.645,True,27,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1442.3194,True,28,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.1,100000,not_applicable,,,3200016,1422.714,True,29,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2169.5096,True,0,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2208.4796,True,1,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2163.9528,True,2,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2208.513,True,3,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2177.4058,True,4,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2203.1339,True,5,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2165.4711,True,6,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2156.6004,True,7,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2090.0505,True,8,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2087.511,True,9,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2127.088,True,10,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2108.7631,True,11,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2108.9476,True,12,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2263.7481,True,13,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2422.5437,True,14,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2152.84,True,15,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2174.982,True,16,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2156.8636,True,17,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2139.1754,True,18,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2206.1812,True,19,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2132.9336,True,20,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2139.866,True,21,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2157.2518,True,22,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2141.8198,True,23,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2189.5785,True,24,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2154.2755,True,25,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2135.5142,True,26,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2120.2442,True,27,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2172.5042,True,28,epoch and bytes32 token blacklist,32.0
zkRevoke,1000000,0.15,150000,not_applicable,,,4800016,2147.7759,True,29,epoch and bytes32 token blacklist,32.0
