scheme,capacity,revoked,distribution,workload_seed,measurement,cover_nodes,holder_upload_bytes,holder_download_bytes,holder_compute_ms,server_per_holder_ms,verified,zero_semantics
HiddenCover,16384,1000,random,14.0,26,3195.0,0,102352,0.6124999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,14.0,27,3195.0,0,102352,0.6087,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,14.0,28,3195.0,0,102352,0.6335,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,14.0,29,3195.0,0,102352,0.6325999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,0,3302.0,0,105776,1.1142999999999998,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,1,3302.0,0,105776,1.0876,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,2,3302.0,0,105776,1.1261,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,3,3302.0,0,105776,1.1019,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,4,3302.0,0,105776,1.1023999999999998,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,5,3302.0,0,105776,1.0987,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,6,3302.0,0,105776,1.1018,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,7,3302.0,0,105776,1.1061,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,8,3302.0,0,105776,1.1092,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,9,3302.0,0,105776,1.099,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,10,3302.0,0,105776,1.1079,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,11,3302.0,0,105776,1.1042999999999998,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,12,3302.0,0,105776,1.1069,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,13,3302.0,0,105776,1.1406999999999998,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,14,3302.0,0,105776,1.0177999999999998,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,15,3302.0,0,105776,0.9377,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,16,3302.0,0,105776,0.6764,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,17,3302.0,0,105776,0.6692,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,18,3302.0,0,105776,0.6776,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,19,3302.0,0,105776,0.7232999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,20,3302.0,0,105776,0.6371,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,21,3302.0,0,105776,0.6325000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,22,3302.0,0,105776,0.6452,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,23,3302.0,0,105776,0.6449,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,24,3302.0,0,105776,0.6398,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,25,3302.0,0,105776,0.636,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,26,3302.0,0,105776,0.6296999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,27,3302.0,0,105776,0.6262000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,28,3302.0,0,105776,0.628,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,15.0,29,3302.0,0,105776,0.6299,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,0,3366.0,0,107824,0.6345,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,1,3366.0,0,107824,0.6422,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,2,3366.0,0,107824,1.0388000000000002,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,3,3366.0,0,107824,0.7496,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,4,3366.0,0,107824,0.8001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,5,3366.0,0,107824,0.6943,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,6,3366.0,0,107824,0.6433,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,7,3366.0,0,107824,0.6516,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,8,3366.0,0,107824,0.6407999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,9,3366.0,0,107824,0.642,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,10,3366.0,0,107824,0.6746,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,11,3366.0,0,107824,0.6417,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,12,3366.0,0,107824,0.6451,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,13,3366.0,0,107824,0.65,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,14,3366.0,0,107824,0.6426999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,15,3366.0,0,107824,0.6457,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,16,3366.0,0,107824,0.6476999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,17,3366.0,0,107824,0.6399,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,18,3366.0,0,107824,0.6457999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,19,3366.0,0,107824,0.7657999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,20,3366.0,0,107824,0.6843,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,21,3366.0,0,107824,0.6353,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,22,3366.0,0,107824,0.636,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,23,3366.0,0,107824,0.6352000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,24,3366.0,0,107824,0.6384,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,25,3366.0,0,107824,0.6389,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,26,3366.0,0,107824,0.8185,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,27,3366.0,0,107824,1.1691,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,28,3366.0,0,107824,1.1221,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,16.0,29,3366.0,0,107824,1.1117,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,0,3292.0,0,105456,0.6515,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,1,3292.0,0,105456,0.6492,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,2,3292.0,0,105456,0.6294,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,3,3292.0,0,105456,0.6284,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,4,3292.0,0,105456,0.6237,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,5,3292.0,0,105456,0.6275000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,6,3292.0,0,105456,0.6467,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,7,3292.0,0,105456,1.1508,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,8,3292.0,0,105456,0.7242000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,9,3292.0,0,105456,0.651,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,10,3292.0,0,105456,0.6374,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,11,3292.0,0,105456,0.6478,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,12,3292.0,0,105456,0.6346,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,13,3292.0,0,105456,0.637,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,14,3292.0,0,105456,0.6269,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,15,3292.0,0,105456,0.6464,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,16,3292.0,0,105456,0.6325999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,17,3292.0,0,105456,0.6295,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,18,3292.0,0,105456,0.6740999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,19,3292.0,0,105456,0.6571,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,20,3292.0,0,105456,0.6267,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,21,3292.0,0,105456,0.6282,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,22,3292.0,0,105456,0.7085,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,23,3292.0,0,105456,0.6698000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,24,3292.0,0,105456,0.6296,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,25,3292.0,0,105456,0.6338999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,26,3292.0,0,105456,0.6836,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,27,3292.0,0,105456,0.6401,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,28,3292.0,0,105456,0.6304000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,17.0,29,3292.0,0,105456,0.6351,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,0,3291.0,0,105424,0.6286,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,1,3291.0,0,105424,0.6452,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,2,3291.0,0,105424,0.6335,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,3,3291.0,0,105424,0.6422,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,4,3291.0,0,105424,0.6262000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,5,3291.0,0,105424,0.6259,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,6,3291.0,0,105424,0.6235,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,7,3291.0,0,105424,1.0384,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,8,3291.0,0,105424,1.1064,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,9,3291.0,0,105424,1.1284999999999998,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,10,3291.0,0,105424,1.094,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,11,3291.0,0,105424,1.095,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,12,3291.0,0,105424,1.0984,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,13,3291.0,0,105424,1.1402,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,14,3291.0,0,105424,1.0640999999999998,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,15,3291.0,0,105424,0.9915,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,16,3291.0,0,105424,0.8961,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,17,3291.0,0,105424,0.6885,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,18,3291.0,0,105424,0.6302,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,19,3291.0,0,105424,0.6262000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,20,3291.0,0,105424,0.6319,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,21,3291.0,0,105424,0.6264000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,22,3291.0,0,105424,0.647,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,23,3291.0,0,105424,0.6221,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,24,3291.0,0,105424,0.7885,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,25,3291.0,0,105424,0.6367,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,26,3291.0,0,105424,0.6702,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,27,3291.0,0,105424,0.6560999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,28,3291.0,0,105424,0.6315999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,18.0,29,3291.0,0,105424,0.6296,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,0,3279.0,0,105040,1.0351,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,1,3279.0,0,105040,0.7125,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,2,3279.0,0,105040,0.6744,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,3,3279.0,0,105040,0.6733,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,4,3279.0,0,105040,0.669,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,5,3279.0,0,105040,0.6449999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,6,3279.0,0,105040,0.6547000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,7,3279.0,0,105040,0.6468,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,8,3279.0,0,105040,0.8003,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,9,3279.0,0,105040,0.6811999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,10,3279.0,0,105040,0.637,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,11,3279.0,0,105040,0.6342,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,12,3279.0,0,105040,0.6273,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,13,3279.0,0,105040,0.6356,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,14,3279.0,0,105040,0.6386999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,15,3279.0,0,105040,0.6319,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,16,3279.0,0,105040,0.6241000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,17,3279.0,0,105040,0.6564,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,18,3279.0,0,105040,0.6235999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,19,3279.0,0,105040,0.6283000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,20,3279.0,0,105040,0.6352000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,21,3279.0,0,105040,0.6264000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,22,3279.0,0,105040,0.6246,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,23,3279.0,0,105040,0.6259,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,24,3279.0,0,105040,0.9605,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,25,3279.0,0,105040,0.8082,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,26,3279.0,0,105040,0.6592,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,27,3279.0,0,105040,0.7166,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,28,3279.0,0,105040,0.7377,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,random,19.0,29,3279.0,0,105040,0.7105,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,0,4024.0,0,128880,0.7689,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,1,4024.0,0,128880,0.7657,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,2,4024.0,0,128880,0.7736000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,3,4024.0,0,128880,0.7728999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,4,4024.0,0,128880,0.7705000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,5,4024.0,0,128880,0.7772,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,6,4024.0,0,128880,0.7697999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,7,4024.0,0,128880,1.1878,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,8,4024.0,0,128880,1.2659,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,9,4024.0,0,128880,1.3542999999999998,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,10,4024.0,0,128880,0.809,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,11,4024.0,0,128880,0.8788999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,12,4024.0,0,128880,0.7624,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,13,4024.0,0,128880,0.773,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,14,4024.0,0,128880,0.7793,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,15,4024.0,0,128880,0.7649,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,16,4024.0,0,128880,0.76,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,17,4024.0,0,128880,0.7586999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,18,4024.0,0,128880,0.7612,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,19,4024.0,0,128880,0.7653,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,20,4024.0,0,128880,0.7776000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,21,4024.0,0,128880,0.7665000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,22,4024.0,0,128880,0.7877,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,23,4024.0,0,128880,0.7644000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,24,4024.0,0,128880,0.7577,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,25,4024.0,0,128880,0.7646000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,26,4024.0,0,128880,0.9056,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,27,4024.0,0,128880,1.3214,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,28,4024.0,0,128880,1.085,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,0.0,29,4024.0,0,128880,0.8513999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,0,4024.0,0,128880,0.7625000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,1,4024.0,0,128880,0.795,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,2,4024.0,0,128880,0.7649999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,3,4024.0,0,128880,0.7633,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,4,4024.0,0,128880,0.7721,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,5,4024.0,0,128880,0.7577,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,6,4024.0,0,128880,0.7603,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,7,4024.0,0,128880,0.7741,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,8,4024.0,0,128880,1.0498,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,9,4024.0,0,128880,0.999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,10,4024.0,0,128880,0.9723,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,11,4024.0,0,128880,0.7797999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,12,4024.0,0,128880,0.7905,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,13,4024.0,0,128880,0.7906000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,14,4024.0,0,128880,0.772,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,15,4024.0,0,128880,0.7685,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,16,4024.0,0,128880,0.7787999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,17,4024.0,0,128880,0.771,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,18,4024.0,0,128880,0.8011,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,19,4024.0,0,128880,0.7676999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,20,4024.0,0,128880,0.7649,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,21,4024.0,0,128880,0.7604000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,22,4024.0,0,128880,0.7572,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,23,4024.0,0,128880,0.7565000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,24,4024.0,0,128880,0.7593,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,25,4024.0,0,128880,0.7643,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,26,4024.0,0,128880,0.7789,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,27,4024.0,0,128880,0.7615999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,28,4024.0,0,128880,0.7681,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,1.0,29,4024.0,0,128880,1.4669,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,0,4024.0,0,128880,0.7573000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,1,4024.0,0,128880,0.7578,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,2,4024.0,0,128880,0.7575999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,3,4024.0,0,128880,0.7789,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,4,4024.0,0,128880,0.7662,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,5,4024.0,0,128880,0.7656,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,6,4024.0,0,128880,0.761,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,7,4024.0,0,128880,0.7636000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,8,4024.0,0,128880,0.7665000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,9,4024.0,0,128880,0.7715000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,10,4024.0,0,128880,0.9479,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,11,4024.0,0,128880,1.5175,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,12,4024.0,0,128880,1.4012,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,13,4024.0,0,128880,1.1863,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,14,4024.0,0,128880,1.2006,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,15,4024.0,0,128880,0.9281,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,16,4024.0,0,128880,0.7691,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,17,4024.0,0,128880,0.7651,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,18,4024.0,0,128880,0.8108,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,19,4024.0,0,128880,0.7671,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,20,4024.0,0,128880,0.8019000000000001,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,21,4024.0,0,128880,0.7669,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,22,4024.0,0,128880,0.7651,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,23,4024.0,0,128880,0.7791,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,24,4024.0,0,128880,0.7745,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,25,4024.0,0,128880,0.852,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,26,4024.0,0,128880,0.7651,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,27,4024.0,0,128880,1.0346000000000002,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,1000,dispersed,2.0,28,4024.0,0,128880,1.0811,0.0,True,no private request; no individualized server witness update
