scheme,capacity,revoked,distribution,workload_seed,measurement,cover_nodes,holder_upload_bytes,holder_download_bytes,holder_compute_ms,server_per_holder_ms,verified,zero_semantics
HiddenCover,16384,10,random,5.0,28,104.0,0,3440,0.0452,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,5.0,29,104.0,0,3440,0.0452,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,0,92.0,0,3056,0.043,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,1,92.0,0,3056,0.043,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,2,92.0,0,3056,0.0431,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,3,92.0,0,3056,0.0429,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,4,92.0,0,3056,0.0431,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,5,92.0,0,3056,0.043,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,6,92.0,0,3056,0.0429,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,7,92.0,0,3056,0.0436,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,8,92.0,0,3056,0.043,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,9,92.0,0,3056,0.043,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,10,92.0,0,3056,0.0429,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,11,92.0,0,3056,0.043,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,12,92.0,0,3056,0.0429,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,13,92.0,0,3056,0.043,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,14,92.0,0,3056,0.0431,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,15,92.0,0,3056,0.0429,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,16,92.0,0,3056,0.0431,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,17,92.0,0,3056,0.043,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,18,92.0,0,3056,0.0435,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,19,92.0,0,3056,0.0432,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,20,92.0,0,3056,0.043,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,21,92.0,0,3056,0.0434,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,22,92.0,0,3056,0.043,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,23,92.0,0,3056,0.043,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,24,92.0,0,3056,0.0429,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,25,92.0,0,3056,0.0432,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,26,92.0,0,3056,0.043,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,27,92.0,0,3056,0.0428,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,28,92.0,0,3056,0.0429,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,6.0,29,92.0,0,3056,0.0448,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,0,101.0,0,3344,0.045,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,1,101.0,0,3344,0.0451,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,2,101.0,0,3344,0.045,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,3,101.0,0,3344,0.0455,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,4,101.0,0,3344,0.045,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,5,101.0,0,3344,0.045,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,6,101.0,0,3344,0.0451,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,7,101.0,0,3344,0.0453,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,8,101.0,0,3344,0.0453999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,9,101.0,0,3344,0.0451,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,10,101.0,0,3344,0.0451,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,11,101.0,0,3344,0.0452,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,12,101.0,0,3344,0.0451,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,13,101.0,0,3344,0.0455999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,14,101.0,0,3344,0.0453,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,15,101.0,0,3344,0.0452,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,16,101.0,0,3344,0.0451,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,17,101.0,0,3344,0.045,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,18,101.0,0,3344,0.0455,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,19,101.0,0,3344,0.045,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,20,101.0,0,3344,0.0451,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,21,101.0,0,3344,0.0451,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,22,101.0,0,3344,0.0449,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,23,101.0,0,3344,0.0455,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,24,101.0,0,3344,0.045,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,25,101.0,0,3344,0.045,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,26,101.0,0,3344,0.0448,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,27,101.0,0,3344,0.0451,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,28,101.0,0,3344,0.0453999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,7.0,29,101.0,0,3344,0.0451,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,0,93.0,0,3088,0.0436,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,1,93.0,0,3088,0.0434,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,2,93.0,0,3088,0.0433,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,3,93.0,0,3088,0.0434,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,4,93.0,0,3088,0.0433,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,5,93.0,0,3088,0.0434,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,6,93.0,0,3088,0.0434,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,7,93.0,0,3088,0.0434,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,8,93.0,0,3088,0.0431,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,9,93.0,0,3088,0.0436,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,10,93.0,0,3088,0.0436999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,11,93.0,0,3088,0.0475999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,12,93.0,0,3088,0.0434,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,13,93.0,0,3088,0.0435,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,14,93.0,0,3088,0.0432,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,15,93.0,0,3088,0.0433,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,16,93.0,0,3088,0.0431,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,17,93.0,0,3088,0.0434,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,18,93.0,0,3088,0.0434,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,19,93.0,0,3088,0.0432,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,20,93.0,0,3088,0.0436999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,21,93.0,0,3088,0.0431,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,22,93.0,0,3088,0.0433,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,23,93.0,0,3088,0.0433,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,24,93.0,0,3088,0.0433,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,25,93.0,0,3088,0.0433,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,26,93.0,0,3088,0.0432,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,27,93.0,0,3088,0.0433,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,28,93.0,0,3088,0.0431,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,8.0,29,93.0,0,3088,0.0435,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,0,105.0,0,3472,0.0455,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,1,105.0,0,3472,0.0458,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,2,105.0,0,3472,0.0455999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,3,105.0,0,3472,0.0453999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,4,105.0,0,3472,0.0453999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,5,105.0,0,3472,0.0458,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,6,105.0,0,3472,0.0453,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,7,105.0,0,3472,0.0455999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,8,105.0,0,3472,0.0455,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,9,105.0,0,3472,0.0458999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,10,105.0,0,3472,0.0455999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,11,105.0,0,3472,0.0453,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,12,105.0,0,3472,0.0455,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,13,105.0,0,3472,0.0458,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,14,105.0,0,3472,0.0455,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,15,105.0,0,3472,0.0455999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,16,105.0,0,3472,0.0466,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,17,105.0,0,3472,0.047,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,18,105.0,0,3472,0.0463,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,19,105.0,0,3472,0.0453999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,20,105.0,0,3472,0.0453,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,21,105.0,0,3472,0.0458999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,22,105.0,0,3472,0.0453999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,23,105.0,0,3472,0.0458999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,24,105.0,0,3472,0.0455999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,25,105.0,0,3472,0.0458999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,26,105.0,0,3472,0.0453,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,27,105.0,0,3472,0.0453,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,28,105.0,0,3472,0.0452,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,9.0,29,105.0,0,3472,0.0455999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,0,96.0,0,3184,0.0443,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,1,96.0,0,3184,0.044,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,2,96.0,0,3184,0.0439,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,3,96.0,0,3184,0.0439,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,4,96.0,0,3184,0.0439,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,5,96.0,0,3184,0.0439,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,6,96.0,0,3184,0.0441999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,7,96.0,0,3184,0.0443,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,8,96.0,0,3184,0.0441999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,9,96.0,0,3184,0.044,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,10,96.0,0,3184,0.0441,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,11,96.0,0,3184,0.0439,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,12,96.0,0,3184,0.044,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,13,96.0,0,3184,0.0441,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,14,96.0,0,3184,0.0441999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,15,96.0,0,3184,0.0445,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,16,96.0,0,3184,0.0439,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,17,96.0,0,3184,0.0438,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,18,96.0,0,3184,0.0441,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,19,96.0,0,3184,0.0441,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,20,96.0,0,3184,0.0439,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,21,96.0,0,3184,0.0439,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,22,96.0,0,3184,0.0444,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,23,96.0,0,3184,0.0556,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,24,96.0,0,3184,0.061,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,25,96.0,0,3184,0.0524,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,26,96.0,0,3184,0.0489,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,27,96.0,0,3184,0.0477,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,28,96.0,0,3184,0.0457,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,10.0,29,96.0,0,3184,0.0507,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,0,100.0,0,3312,0.0447,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,1,100.0,0,3312,0.0449,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,2,100.0,0,3312,0.0449,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,3,100.0,0,3312,0.0449,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,4,100.0,0,3312,0.045,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,5,100.0,0,3312,0.0447,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,6,100.0,0,3312,0.045,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,7,100.0,0,3312,0.0447,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,8,100.0,0,3312,0.0448,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,9,100.0,0,3312,0.0451,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,10,100.0,0,3312,0.0447,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,11,100.0,0,3312,0.0449,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,12,100.0,0,3312,0.0448,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,13,100.0,0,3312,0.0447,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,14,100.0,0,3312,0.045,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,15,100.0,0,3312,0.0446,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,16,100.0,0,3312,0.0446,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,17,100.0,0,3312,0.0462,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,18,100.0,0,3312,0.046,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,19,100.0,0,3312,0.1002,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,20,100.0,0,3312,0.0609,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,21,100.0,0,3312,0.0574,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,22,100.0,0,3312,0.0853,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,23,100.0,0,3312,0.0637,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,24,100.0,0,3312,0.0996,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,25,100.0,0,3312,0.0959,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,26,100.0,0,3312,0.1017999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,27,100.0,0,3312,0.0609,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,28,100.0,0,3312,0.0665,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,11.0,29,100.0,0,3312,0.0583,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,0,99.0,0,3280,0.0615,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,1,99.0,0,3280,0.0594,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,2,99.0,0,3280,0.0598,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,3,99.0,0,3280,0.0597,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,4,99.0,0,3280,0.0612,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,5,99.0,0,3280,0.0603999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,6,99.0,0,3280,0.06,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,7,99.0,0,3280,0.0614,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,8,99.0,0,3280,0.0629,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,9,99.0,0,3280,0.0586999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,10,99.0,0,3280,0.0586,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,11,99.0,0,3280,0.0567999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,12,99.0,0,3280,0.0684,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,13,99.0,0,3280,0.0564999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,14,99.0,0,3280,0.076,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,15,99.0,0,3280,0.0547999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,16,99.0,0,3280,0.0575,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,17,99.0,0,3280,0.06,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,18,99.0,0,3280,0.0593,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,19,99.0,0,3280,0.0605,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,20,99.0,0,3280,0.0594,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,21,99.0,0,3280,0.0634,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,22,99.0,0,3280,0.077,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,23,99.0,0,3280,0.0605,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,24,99.0,0,3280,0.0633,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,25,99.0,0,3280,0.0596,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,26,99.0,0,3280,0.0631,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,27,99.0,0,3280,0.0733,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,28,99.0,0,3280,0.0684,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,12.0,29,99.0,0,3280,0.0666,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,0,99.0,0,3280,0.0569,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,1,99.0,0,3280,0.0549,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,2,99.0,0,3280,0.0544,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,3,99.0,0,3280,0.0586,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,4,99.0,0,3280,0.0598,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,5,99.0,0,3280,0.0555,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,6,99.0,0,3280,0.0622999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,7,99.0,0,3280,0.0599,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,8,99.0,0,3280,0.0687,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,9,99.0,0,3280,0.0586999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,10,99.0,0,3280,0.0584,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,11,99.0,0,3280,0.0610999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,12,99.0,0,3280,0.0643,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,13,99.0,0,3280,0.0649,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,14,99.0,0,3280,0.0646,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,15,99.0,0,3280,0.0612,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,16,99.0,0,3280,0.0593,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,17,99.0,0,3280,0.0429,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,18,99.0,0,3280,0.0422,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,19,99.0,0,3280,0.0426,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,20,99.0,0,3280,0.0447,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,21,99.0,0,3280,0.0444,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,22,99.0,0,3280,0.0451,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,23,99.0,0,3280,0.0422,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,24,99.0,0,3280,0.0421,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,25,99.0,0,3280,0.0423,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,26,99.0,0,3280,0.0427,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,27,99.0,0,3280,0.0427,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,28,99.0,0,3280,0.0603999999999999,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,13.0,29,99.0,0,3280,0.0443,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,0,103.0,0,3408,0.0433,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,1,103.0,0,3408,0.0433,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,2,103.0,0,3408,0.0435,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,3,103.0,0,3408,0.0432,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,4,103.0,0,3408,0.0435,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,5,103.0,0,3408,0.0432,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,6,103.0,0,3408,0.0431,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,7,103.0,0,3408,0.0433,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,8,103.0,0,3408,0.0433,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,9,103.0,0,3408,0.0432,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,10,103.0,0,3408,0.0435,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,11,103.0,0,3408,0.0434,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,12,103.0,0,3408,0.0433,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,13,103.0,0,3408,0.0436,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,14,103.0,0,3408,0.0433,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,15,103.0,0,3408,0.0431,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,16,103.0,0,3408,0.0434,0.0,True,no private request; no individualized server witness update
HiddenCover,16384,10,random,14.0,17,103.0,0,3408,0.0435,0.0,True,no private request; no individualized server witness update
