scheme,cover_nodes,padded_set_size,measurement,presentation_bytes,show_ms,verify_ms,state_check_ms,match_ms,credential_bridge_ms,cover_transform_ms,oom_ms,verified
HiddenCover,64,64,9,1306,59.174200000000006,29.2969,0.056499999999999995,0.0003,1.9929000000000001,12.0451,45.0746,true
HiddenCover,64,64,10,1306,57.4417,30.2388,0.0448,0.00019999999999999998,1.9238,10.4744,44.994899999999994,true
HiddenCover,64,64,11,1306,58.1462,31.014400000000002,0.056499999999999995,0.00009999999999999999,1.8327,11.7641,44.489599999999996,true
HiddenCover,64,64,12,1306,59.3803,28.578200000000002,0.0572,0.00009999999999999999,1.772,11.5859,45.9599,true
HiddenCover,64,64,13,1306,69.7841,29.7196,0.0711,0.00009999999999999999,2.3463,10.976700000000001,56.3842,true
HiddenCover,64,64,14,1306,65.4604,30.9051,0.0717,0.0015999999999999999,2.1653000000000002,11.007100000000001,52.20869999999999,true
HiddenCover,64,64,15,1306,59.6659,29.189300000000003,0.058100000000000006,0.00009999999999999999,1.8014000000000001,11.8865,45.916,true
HiddenCover,64,64,16,1306,63.7968,34.022200000000005,0.050899999999999994,0.00019999999999999998,1.9436,10.8348,50.964099999999995,true
HiddenCover,64,64,17,1306,60.553200000000004,28.001,0.09129999999999999,0.00019999999999999998,2.6394,11.423900000000001,46.3913,true
HiddenCover,64,64,18,1306,58.8927,29.808600000000002,0.0543,0.00009999999999999999,1.931,12.661,44.240300000000005,true
HiddenCover,64,64,19,1306,64.36210000000001,29.3799,0.058699999999999995,0.00009999999999999999,1.8043,12.3372,50.157199999999996,true
HiddenCover,64,64,20,1306,61.7681,29.8081,0.0601,0.00019999999999999998,2.4284,12.519,46.7551,true
HiddenCover,64,64,21,1306,59.4962,34.3286,0.0549,0.00009999999999999999,1.9426999999999999,11.5613,45.9334,true
HiddenCover,64,64,22,1306,57.9475,29.5627,0.055,0.00019999999999999998,1.9205999999999999,11.7541,44.2144,true
HiddenCover,64,64,23,1306,61.5694,29.6631,0.0569,0.00009999999999999999,1.8726,12.3857,47.2506,true
HiddenCover,64,64,24,1306,60.5148,29.5971,0.054599999999999996,0.0005,1.9545000000000001,10.8766,47.6247,true
HiddenCover,64,64,25,1306,64.04129999999999,29.7799,0.058,0.00019999999999999998,1.8978000000000002,12.444,49.637800000000006,true
HiddenCover,64,64,26,1306,59.0145,28.7035,0.0592,0.0003,1.8883,11.027099999999999,46.035399999999996,true
HiddenCover,64,64,27,1306,62.6515,33.1124,0.0576,0.00009999999999999999,1.768,13.4553,47.3666,true
HiddenCover,64,64,28,1306,66.08619999999999,30.434800000000003,0.0584,0.00009999999999999999,1.8262,10.7716,53.4234,true
HiddenCover,64,64,29,1306,59.085499999999996,29.0691,0.058,0.0003,2.2732,10.834999999999999,45.9147,true
HiddenCover,128,128,0,1386,120.2716,50.0894,0.068,0.00009999999999999999,1.9246,22.813799999999997,95.46159999999999,true
HiddenCover,128,128,1,1386,120.9784,51.4155,0.0652,0.00019999999999999998,1.838,21.7854,97.2832,true
HiddenCover,128,128,2,1386,115.9645,49.7206,0.07200000000000001,0.00009999999999999999,2.0164,21.2578,92.6134,true
HiddenCover,128,128,3,1386,120.2616,51.3868,0.0637,0.00009999999999999999,2.0326,21.841,96.3204,true
HiddenCover,128,128,4,1386,119.8247,49.8867,0.0686,0.00009999999999999999,1.8613,22.2742,95.6168,true
HiddenCover,128,128,5,1386,121.2109,49.0,0.06509999999999999,0.00019999999999999998,1.9477,22.7438,96.4509,true
HiddenCover,128,128,6,1386,120.5984,47.522,0.06830000000000001,0.00009999999999999999,2.0522,24.0362,94.4371,true
HiddenCover,128,128,7,1386,118.7298,48.292300000000004,0.06889999999999999,0.00009999999999999999,2.2237,20.913600000000002,95.519,true
HiddenCover,128,128,8,1386,113.4726,50.6065,0.0707,0.00009999999999999999,2.689,21.621000000000002,89.08879999999999,true
HiddenCover,128,128,9,1386,114.9061,48.9373,0.07160000000000001,0.00009999999999999999,2.3428,21.4956,90.9923,true
HiddenCover,128,128,10,1386,123.8144,54.2124,0.0674,0.00009999999999999999,1.964,21.915899999999997,99.8632,true
HiddenCover,128,128,11,1386,132.1086,49.962199999999996,0.06899999999999999,0.00009999999999999999,1.865,26.5284,103.6429,true
HiddenCover,128,128,12,1386,115.5495,47.2746,0.0617,0.00019999999999999998,1.9941999999999998,20.8652,92.62270000000001,true
HiddenCover,128,128,13,1386,123.1216,47.633300000000006,0.1118,0.0003,2.911,22.886400000000002,97.20710000000001,true
HiddenCover,128,128,14,1386,138.879,48.7994,0.09050000000000001,0.00009999999999999999,1.9986000000000002,33.194799999999994,103.5877,true
HiddenCover,128,128,15,1386,123.4705,54.4994,0.0691,0.00019999999999999998,1.8948,21.2923,100.2094,true
HiddenCover,128,128,16,1386,127.92339999999999,50.4264,0.0983,0.00019999999999999998,2.2523999999999997,21.1591,104.4074,true
HiddenCover,128,128,17,1386,157.6287,59.4086,0.07930000000000001,0.00009999999999999999,2.8633,25.8045,128.87789999999998,true
HiddenCover,128,128,18,1386,125.7028,49.848499999999994,0.0994,0.00009999999999999999,2.8545,23.530700000000003,99.2138,true
HiddenCover,128,128,19,1386,133.73669999999998,51.009899999999995,0.091,0.00009999999999999999,2.0224,29.0713,102.54679999999999,true
HiddenCover,128,128,20,1386,117.5253,55.323299999999996,0.0687,0.00009999999999999999,1.9689999999999999,23.8486,91.6357,true
HiddenCover,128,128,21,1386,117.3088,50.119299999999996,0.0674,0.00009999999999999999,2.5168999999999997,20.7955,93.92580000000001,true
HiddenCover,128,128,22,1386,127.7577,48.6645,0.0697,0.00009999999999999999,2.2123999999999997,24.2441,101.2281,true
HiddenCover,128,128,23,1386,120.4866,50.455600000000004,0.0671,0.00009999999999999999,1.8745,21.408,97.1335,true
HiddenCover,128,128,24,1386,114.7603,68.2381,0.0686,0.00009999999999999999,1.9541,21.4903,91.24210000000001,true
HiddenCover,128,128,25,1386,126.1214,49.706599999999995,0.068,0.0006,2.2826999999999997,23.484499999999997,100.2819,true
HiddenCover,128,128,26,1386,124.4782,50.794,0.06770000000000001,0.00009999999999999999,1.7956,24.3863,98.2226,true
HiddenCover,128,128,27,1386,120.6612,51.0733,0.0673,0.00019999999999999998,1.8139,21.5879,97.1861,true
HiddenCover,128,128,28,1386,123.70970000000001,49.4634,0.09000000000000001,0.00009999999999999999,1.9096,22.4653,99.2389,true
HiddenCover,128,128,29,1386,117.92999999999999,62.0153,0.06770000000000001,0.00019999999999999998,1.8937,21.617,94.34660000000001,true
HiddenCover,256,256,0,1466,271.5402,87.7265,0.0802,0.00019999999999999998,1.8293000000000001,53.7324,215.8927,true
HiddenCover,256,256,1,1466,254.57469999999998,92.8615,0.0881,0.00009999999999999999,2.1613,42.538399999999996,209.7613,true
HiddenCover,256,256,2,1466,259.4014,93.88539999999999,0.0818,0.0006,2.0065999999999997,46.146,211.1631,true
HiddenCover,256,256,3,1466,256.7962,88.43990000000001,0.0871,0.00009999999999999999,1.8778,51.4124,203.4148,true
HiddenCover,256,256,4,1466,255.14110000000002,90.203,0.0876,0.00009999999999999999,1.8457000000000001,42.639700000000005,210.56449999999998,true
HiddenCover,256,256,5,1466,247.3849,90.1842,0.07940000000000001,0.00009999999999999999,1.7963,43.3904,202.1115,true
HiddenCover,256,256,6,1466,243.2213,89.75569999999999,0.0914,0.00009999999999999999,1.9388,42.7566,198.4283,true
HiddenCover,256,256,7,1466,246.0455,92.50959999999999,0.0828,0.00009999999999999999,2.1334,42.9272,200.8966,true
HiddenCover,256,256,8,1466,244.6578,89.7039,0.08660000000000001,0.00009999999999999999,1.9047,43.796099999999996,198.8646,true
HiddenCover,256,256,9,1466,243.73719999999997,89.316,0.0891,0.00019999999999999998,1.9610999999999998,42.5766,199.10639999999998,true
HiddenCover,256,256,10,1466,249.38240000000002,88.90090000000001,0.08670000000000001,0.00019999999999999998,1.8289,44.2831,203.1775,true
HiddenCover,256,256,11,1466,248.70829999999998,88.7867,0.0859,0.00039999999999999996,2.1246,42.0141,204.477,true
HiddenCover,256,256,12,1466,254.79990000000004,91.7615,0.08009999999999999,0.00019999999999999998,1.9120000000000001,47.0997,205.703,true
HiddenCover,256,256,13,1466,247.4443,90.0483,0.0811,0.00019999999999999998,1.8231,43.717,201.817,true
HiddenCover,256,256,14,1466,253.79770000000002,98.323,0.08650000000000001,0.00019999999999999998,1.9141,41.4375,210.353,true
HiddenCover,256,256,15,1466,252.79200000000003,87.58370000000001,0.0839,0.00019999999999999998,1.8458999999999999,42.2305,208.6275,true
HiddenCover,256,256,16,1466,246.0466,97.3372,0.0864,0.00019999999999999998,2.3417,40.921899999999994,202.6929,true
HiddenCover,256,256,17,1466,259.8672,92.5818,0.0858,0.00009999999999999999,1.9659,47.0232,210.78549999999998,true
HiddenCover,256,256,18,1466,245.5052,90.943,0.0838,0.00009999999999999999,1.9296,44.330799999999996,199.1557,true
HiddenCover,256,256,19,1466,253.22230000000002,87.0249,0.08660000000000001,0.00009999999999999999,1.9976999999999998,41.2387,209.8946,true
HiddenCover,256,256,20,1466,239.27960000000002,92.69090000000001,0.0825,0.00009999999999999999,1.8912,40.7487,196.55020000000002,true
HiddenCover,256,256,21,1466,261.2424,99.98179999999999,0.0795,0.00009999999999999999,1.8412000000000002,40.645100000000006,218.6726,true
HiddenCover,256,256,22,1466,259.7508,110.75160000000001,0.0826,0.00009999999999999999,2.2748,47.6917,209.6952,true
HiddenCover,256,256,23,1466,272.0982,87.42859999999999,0.0759,0.00009999999999999999,2.378,56.4042,213.23510000000002,true
HiddenCover,256,256,24,1466,252.4723,86.703,0.0832,0.00009999999999999999,2.0511,43.311099999999996,207.0216,true
HiddenCover,256,256,25,1466,244.7025,90.06500000000001,0.0837,0.00009999999999999999,1.9496,42.559,200.1061,true
HiddenCover,256,256,26,1466,250.63410000000002,103.2647,0.0898,0.0005,2.2575,42.2178,206.063,true
HiddenCover,256,256,27,1466,245.1662,101.3139,0.13090000000000002,0.0005,1.9037,40.8822,202.24130000000002,true
HiddenCover,256,256,28,1466,264.43440000000004,89.2637,0.0911,0.00009999999999999999,2.0071,47.3371,214.9906,true
HiddenCover,256,256,29,1466,251.30079999999998,92.3709,0.09079999999999999,0.00009999999999999999,1.8152000000000001,44.0398,205.3493,true
HiddenCover,512,512,0,1546,542.994,166.0159,0.1389,0.00009999999999999999,1.9137,96.025,444.9013,true
HiddenCover,512,512,1,1546,550.1213,178.3742,0.1254,0.00019999999999999998,1.881,88.4306,459.66679999999997,true
HiddenCover,512,512,2,1546,578.7148,170.9355,0.20220000000000002,0.00019999999999999998,2.3199,94.0021,482.1699,true
HiddenCover,512,512,3,1546,545.0376,174.5792,0.11900000000000001,0.00009999999999999999,1.8963999999999999,87.9225,455.0572,true
HiddenCover,512,512,4,1546,557.981,180.2978,0.11900000000000001,0.00019999999999999998,1.7851,83.81089999999999,472.2346,true
HiddenCover,512,512,5,1546,573.3707,186.7285,0.11649999999999999,0.00019999999999999998,2.2334,88.7842,482.2167,true
HiddenCover,512,512,6,1546,527.5427999999999,177.1808,0.1289,0.00019999999999999998,1.8293000000000001,86.7963,438.7578,true
HiddenCover,512,512,7,1546,593.2448,173.25119999999998,0.12940000000000002,0.00009999999999999999,1.7374,84.9491,506.41020000000003,true
HiddenCover,512,512,8,1546,546.8005,170.13649999999998,0.13779999999999998,0.00019999999999999998,1.7982,83.9588,460.88210000000004,true
HiddenCover,512,512,9,1546,537.5293,167.7542,0.1256,0.00009999999999999999,1.9191,88.468,446.9971,true
HiddenCover,512,512,10,1546,525.7819000000001,182.1282,0.1317,0.00019999999999999998,2.2319,81.6983,441.702,true
HiddenCover,512,512,11,1546,540.6706,170.11409999999998,0.1263,0.00019999999999999998,2.1988,87.63419999999999,450.69,true
HiddenCover,512,512,12,1546,518.6023,186.7472,0.121,0.00019999999999999998,1.9177,85.78710000000001,430.7588,true
HiddenCover,512,512,13,1546,522.1774,177.3158,0.12589999999999998,0.00009999999999999999,1.7593999999999999,83.47630000000001,436.7971,true
HiddenCover,512,512,14,1546,536.8498999999999,184.75150000000002,0.12689999999999999,0.00009999999999999999,1.7879,96.04509999999999,438.8709,true
HiddenCover,512,512,15,1546,557.1545,168.9483,0.1204,0.00009999999999999999,1.9856,85.4346,469.59479999999996,true
HiddenCover,512,512,16,1546,511.9498,169.0046,0.1212,0.00009999999999999999,1.9253,80.7552,429.1157,true
HiddenCover,512,512,17,1546,525.7573,177.0854,0.1152,0.00009999999999999999,1.9643,84.44200000000001,439.2178,true
HiddenCover,512,512,18,1546,542.5032,186.8795,0.1359,0.00009999999999999999,1.812,85.73859999999999,454.7991,true
HiddenCover,512,512,19,1546,568.5667,175.9992,0.1248,0.00009999999999999999,1.877,95.06190000000001,471.4833,true
HiddenCover,512,512,20,1546,509.8526,173.3506,0.1187,0.00019999999999999998,2.1487,80.558,427.0098,true
HiddenCover,512,512,21,1546,551.49,169.04559999999998,0.1272,0.00009999999999999999,1.8631,90.64410000000001,458.838,true
HiddenCover,512,512,22,1546,547.0908,172.4945,0.1923,0.0003,2.4995,87.2564,457.1227,true
HiddenCover,512,512,23,1546,532.6528999999999,182.0369,0.2131,0.00009999999999999999,2.4130000000000003,89.6935,440.3089,true
HiddenCover,512,512,24,1546,571.2538999999999,176.7309,0.11510000000000001,0.00019999999999999998,2.1679,86.3737,482.57689999999997,true
HiddenCover,512,512,25,1546,552.9068,182.4577,0.1197,0.00009999999999999999,3.2779,82.3844,467.10089999999997,true
HiddenCover,512,512,26,1546,553.1256,181.196,0.12229999999999999,0.00009999999999999999,2.1168,86.67420000000001,464.1945,true
HiddenCover,512,512,27,1546,548.732,176.5948,0.1917,0.00019999999999999998,1.7132,86.68289999999999,460.1205,true
HiddenCover,512,512,28,1546,537.1505,168.89270000000002,0.1978,0.00019999999999999998,2.7634,82.16279999999999,452.0073,true
HiddenCover,512,512,29,1546,546.0262,183.5056,0.16899999999999998,0.0003,2.1592000000000002,81.7956,461.8811,true
HiddenCover,1024,1024,0,1626,1142.5297,349.1762,0.25720000000000004,0.00019999999999999998,2.111,188.519,951.6099,true
HiddenCover,1024,1024,1,1626,1134.0614,343.8361,0.204,0.00019999999999999998,1.8392,175.65220000000002,956.3325,true
HiddenCover,1024,1024,2,1626,1153.0402,339.2813,0.20320000000000002,0.00009999999999999999,1.9938,165.5013,985.3249,true
HiddenCover,1024,1024,3,1626,1124.9612,325.3465,0.22699999999999998,0.00039999999999999996,3.04,186.1037,935.5736999999999,true
HiddenCover,1024,1024,4,1626,1145.1480000000001,350.7385,0.4017,0.00039999999999999996,2.1879999999999997,166.0542,976.4717,true
HiddenCover,1024,1024,5,1626,1146.7096,376.51059999999995,0.2042,0.00019999999999999998,1.8861999999999999,170.39000000000001,974.1955,true
HiddenCover,1024,1024,6,1626,1126.0072,345.3282,0.19699999999999998,0.00009999999999999999,1.8898000000000001,162.7808,961.102,true
HiddenCover,1024,1024,7,1626,1135.6232,351.0186,0.3261,0.00019999999999999998,2.7706,168.8169,963.6771,true
HiddenCover,1024,1024,8,1626,1183.537,337.1311,0.2026,0.00019999999999999998,2.0229,178.5653,1002.7314,true
